lower_bound,upper_bound
367983.72999999847,578118.5138162316
376275.94999999955,553495.0619590862
379706.7499999984,529194.7093207705
387497.6299999997,529194.7093207705
387666.02999999886,529194.7093207705
388224.449999999,514794.04651690705
393247.67999999924,514794.04651690705
393468.0199999994,514794.04651690705
393691.22999999917,514794.04651690705
394194.4303084271,514794.04651690705
395212.20999999996,514794.04651690705
395286.5799999996,514794.04651690705
395304.7099999985,514794.04651690705
395798.299999999,514794.04651690705
396187.6453987353,514794.04651690705
396383.5699999991,514794.04651690705
396465.9099999987,514794.04651690705
396490.8999999999,514794.04651690705
397394.4899999996,514794.04651690705
397787.87333364366,514794.04651690705
397994.4299999994,514794.04651690705
398157.5899999998,514794.04651690705
398795.3099999988,514794.04651690705
399559.09994424705,514794.04651690705
400106.5264634934,514794.04651690705
400231.03999999916,514794.04651690705
400440.03734132147,514794.04651690705
400873.16999999917,514794.04651690705
401106.8999999991,514794.04651690705
401427.939999999,514794.04651690705
401829.1299999984,514794.04651690705
402044.41682135616,514794.04651690705
402310.4799999984,514794.04651690705
402891.9241323853,514794.04651690705
403510.19999999955,514794.04651690705
403879.96999999986,514794.04651690705
404034.55999999953,514794.04651690705
404636.9576648922,514794.04651690705
404701.2799999998,514794.04651690705
405041.49307050084,514794.04651690705
405188.846768118,514794.04651690705
405468.22999999986,514794.04651690705
405682.60999999946,514794.04651690705
406160.8799999997,514794.04651690705
406525.9099999989,514794.04651690705
407081.5199999999,514794.04651690705
407241.05,514794.04651690705
407463.29244885646,514794.04651690705
407595.8003890923,514794.04651690705
407614.3800000004,514794.04651690705
407751.49426225416,514794.04651690705
407893.8478798771,514794.04651690705
408095.3499999992,514794.04651690705
408104.0499999989,514794.04651690705
408235.3299999987,514794.04651690705
408615.5799999992,514794.04651690705
408997.6004311617,514794.04651690705
409378.3699999996,514794.04651690705
409734.9956290341,514794.04651690705
410067.8280925552,514794.04651690705
410167.53863728815,514794.04651690705
410404.58288547257,514794.04651690705
410730.47513546696,514794.04651690705
410773.0794634197,514794.04651690705
410884.11999999924,514794.04651690705
411641.87999999936,514794.04651690705
411744.8839895317,514794.04651690705
411767.5299999994,514794.04651690705
411867.53221573174,514794.04651690705
412308.95999999915,514794.04651690705
412501.63972317305,514794.04651690705
412579.5980094212,514794.04651690705
412911.80000000005,514794.04651690705
414117.0067498648,514794.04651690705
