lower_bound,upper_bound
-631016.2700000015,853169.0538162331
-563004.0100000013,540918.6852583266
-191236.66685107676,540918.6852583266
-88956.53235733381,540918.6852583266
338864.0047495208,540918.6852583266
341275.57518885046,540918.6852583266
343641.36742483237,540918.6852583266
343690.46742483194,540918.6852583266
344499.0399611065,540918.6852583266
350061.8386171649,540918.6852583266
352930.1946940654,540918.6852583266
365618.3886103189,540918.6852583266
376952.2707735011,540918.6852583266
377199.497255325,540918.6852583266
378050.16480579757,540918.6852583266
378629.1589861639,540918.6852583266
379465.89645295765,540918.6852583266
379500.9367833092,540918.6852583266
379716.9210765793,540918.6852583266
381068.8048057976,540918.6852583266
381171.6357101128,540918.6852583266
381204.68272866425,540918.6852583266
381383.60563883925,540918.6852583266
381565.0288370649,540918.6852583266
381611.6605876353,540918.6852583266
381641.8713395986,540918.6852583266
381693.61026650935,540918.6852583266
381765.6923213928,540918.6852583266
381897.95551294234,540918.6852583266
381985.8679223318,540918.6852583266
382242.86662181973,539721.9822653444
382419.41670446313,539721.9822653444
382581.9569882395,539721.9822653444
382895.54868927563,539721.9822653444
383188.53295860067,539721.9822653444
383600.9234772045,539721.9822653444
383692.09934315877,539721.9822653444
383775.59775076696,539721.9822653444
384046.32440394146,539721.9822653444
384097.7136555526,539721.9822653444
384141.6957101132,539721.9822653444
384500.1093116932,539721.9822653444
384711.2231381078,539721.9822653444
384918.31744872674,539721.9822653444
384987.37264420453,538664.1315208426
384993.91066522594,538664.1315208426
385199.88290220563,523004.9269882829
385273.98305921524,523004.9269882829
385323.3166213971,523004.9269882829
385486.2943166445,523004.9269882829
386214.10641630145,523004.9269882829
386353.9200147301,523004.9269882829
386441.3539409052,523004.9269882829
387076.28767439176,523004.9269882829
387872.29596053396,523004.9269882829
387976.8610842078,523004.9269882829
388031.5230613642,523004.9269882829
388326.2043784613,523004.9269882829
389275.1080184217,523004.9269882829
390272.1915159376,523004.9269882829
391027.1180984073,523004.9269882829
391038.4790633039,523004.9269882829
391700.1557889702,523004.9269882829
391703.4703102783,523004.9269882829
391961.931197692,523004.9269882829
392279.6869511417,523004.9269882829
392363.5242796065,523004.9269882829
393184.59586340754,523004.9269882829
393384.27347550495,523004.9269882829
393391.7008036369,523004.9269882829
393643.1743531497,523004.9269882829
393765.53412129456,523004.9269882829
394301.64459416,523004.9269882829
394717.4367587211,523004.9269882829
394729.81253284117,523004.9269882829
394767.56138402317,523004.9269882829
395014.00231668167,523004.9269882829
395043.0035338432,523004.9269882829
395387.58301060944,523004.9269882829
395540.7090544425,523004.9269882829
395553.5765956873,523004.9269882829
395845.1281067806,523004.9269882829
395940.5328019842,522546.05023720826
395956.91284793057,522546.05023720826
395962.03173105296,522546.05023720826
396234.5022691051,522546.05023720826
396256.63591385976,522546.05023720826
396294.57743459224,522546.05023720826
396356.2576452693,522546.05023720826
396393.92822507356,522546.05023720826
396517.68240112404,522546.05023720826
396571.6091251717,522546.05023720826
396578.97235257307,522546.05023720826
396787.59323098,522546.05023720826
396797.7683409309,522546.05023720826
396866.8964446343,522546.05023720826
397070.26859439624,522546.05023720826
397237.7643287131,520070.9174532633
397823.12154588377,520070.9174532633
397903.34442832205,520070.9174532633
397911.97708397254,520070.9174532633
397929.0814171429,520070.9174532633
397937.5455310572,520070.9174532633
398080.38079089124,520070.9174532633
398096.0773316866,520070.9174532633
398108.8908509754,520070.9174532633
398112.7732261509,520070.9174532633
398156.6717163065,520070.9174532633
398186.15613047325,520070.9174532633
399490.01889205823,520070.9174532633
399574.5290110479,520070.9174532633
399603.8336606563,520070.9174532633
399619.1783706792,520070.9174532633
399655.9707045907,520070.9174532633
399794.99996098364,520070.9174532633
399939.95611678925,520070.9174532633
400159.0817250126,520070.9174532633
400313.2277226302,520070.9174532633
400467.54863033036,520070.9174532633
400570.74063927773,520070.9174532633
401075.2379287185,520070.9174532633
401157.33563957456,520070.9174532633
401169.8062467995,520070.9174532633
401690.9018372729,520070.9174532633
401823.4034244344,520070.9174532633
402031.40987428976,520070.9174532633
402068.8820371742,520070.9174532633
402070.9848073302,520070.9174532633
402210.15520159376,520070.9174532633
402342.8726616451,520070.9174532633
402411.69173713395,520070.9174532633
402563.7241639816,520070.9174532633
402588.72915597825,520070.9174532633
402739.0439871427,520070.9174532633
402801.6850864459,520070.9174532633
402981.5002174893,520070.9174532633
403013.2390871877,520070.9174532633
406233.2636797353,520070.9174532633
406254.89425345225,520070.9174532633
406424.7849619746,520070.9174532633
406449.5086388287,520070.9174532633
406893.7116568269,520070.9174532633
407002.62899170414,520070.9174532633
407052.774353319,520070.9174532633
407143.51115796145,520070.9174532633
407290.6298343807,520070.9174532633
407518.54912608943,520070.9174532633
407599.0490567226,520070.9174532633
407659.3689844059,520070.9174532633
407693.1688530708,520070.9174532633
408181.65612455795,520070.9174532633
408208.07734178577,520070.9174532633
408233.9661521984,520070.9174532633
408256.8854653585,520070.9174532633
408435.3676480473,520070.9174532633
408646.1801025624,520070.9174532633
408780.59212658426,520070.9174532633
408875.9509772358,520070.9174532633
409081.2963271932,520070.9174532633
409147.1428303007,520070.9174532633
409383.9069675002,520070.9174532633
409597.8411572738,520070.9174532633
409625.4918574811,520070.9174532633
409665.1434168092,520070.9174532633
409667.86469653144,520070.9174532633
409704.380138831,520070.9174532633
409860.60786753555,520070.9174532633
409949.474839222,520070.9174532633
410118.4434940326,520070.9174532633
410162.7546044223,520070.9174532633
410207.7321300928,520070.9174532633
410207.9506105018,520070.9174532633
410321.71247371566,520070.9174532633
410324.1452777034,520070.9174532633
410472.99140905106,520070.9174532633
410545.8047078533,520070.9174532633
410773.1637389171,520070.9174532633
410800.7858427672,520070.9174532633
410816.84752090543,520070.9174532633
410852.24002414464,520070.9174532633
410918.5733330162,520070.9174532633
410936.15403433976,520070.9174532633
411125.71845938195,520070.9174532633
411167.7657417019,520070.9174532633
411310.7567515006,520070.9174532633
411336.26871473325,520070.9174532633
411527.93977405794,520070.9174532633
411540.4756425155,520070.9174532633
411674.7493633087,520070.9174532633
411683.1767850244,520070.9174532633
411696.48654735164,520070.9174532633
411745.57229273603,520070.9174532633
411800.446041479,520070.9174532633
411826.31902444846,520070.9174532633
411897.7257961333,520070.9174532633
411942.85028990795,520070.9174532633
411955.132761214,520070.9174532633
411972.52992643876,520070.9174532633
412030.248160215,520070.9174532633
412043.32484110084,520070.9174532633
412080.6517226819,520070.9174532633
412278.4593577491,520070.9174532633
412290.2261800611,520070.9174532633
412318.00263651,520070.9174532633
412332.95451083814,520070.9174532633
412336.0040261017,520070.9174532633
412443.63736959925,520070.9174532633
412461.8800705826,520070.9174532633
412512.9105064637,520070.9174532633
412876.02743884444,520070.9174532633
413270.5134335121,520070.9174532633
413295.38186492276,520070.9174532633
413344.05555558216,520070.9174532633
413362.2503350046,520070.9174532633
413609.70860203746,520070.9174532633
413675.3504424223,520070.9174532633
414003.77105909283,520070.9174532633
414114.840200796,520070.9174532633
414203.2290125534,520070.9174532633
414253.81132791645,520070.9174532633
414284.35765531386,520070.9174532633
414312.1461663715,520070.9174532633
414352.7836284541,520070.9174532633
414394.80037207936,520070.9174532633
414478.92638742604,520070.9174532633
414755.93185748835,520070.9174532633
414880.74234050495,520070.9174532633
414890.6635620856,520070.9174532633
414992.02536940126,520070.9174532633
415026.4121874042,520070.9174532633
415232.82054886315,520070.9174532633
415367.40159182425,520070.9174532633
415386.5961573589,520070.9174532633
415487.61028990557,520070.9174532633
415514.0613609473,520070.9174532633
415547.39349359955,520070.9174532633
415572.18288628134,520070.9174532633
415593.04010942206,520070.9174532633
415599.0228242703,520070.9174532633
415625.2704010914,520070.9174532633
415636.3367410122,520070.9174532633
415646.2018026202,520070.9174532633
415677.65252569923,520070.9174532633
415738.8440375283,520070.9174532633
415824.15356823755,520070.9174532633
415934.7366857764,520070.9174532633
415961.72090774274,520070.9174532633
416071.2190717061,520070.9174532633
416076.69904715,520070.9174532633
416077.2158796572,520070.9174532633
416218.3417440845,520070.9174532633
416239.08637854614,520070.9174532633
416312.5678432371,520070.9174532633
416318.6086840605,520070.9174532633
416369.08093959396,520070.9174532633
416386.10196202435,520070.9174532633
416397.15792257356,520070.9174532633
416462.2919802911,520070.9174532633
416635.96672761027,520070.9174532633
416649.1920820643,520070.9174532633
416649.56474932766,520070.9174532633
416672.18275687,520070.9174532633
416768.748933041,520070.9174532633
416816.5192821926,520070.9174532633
