lower_bound,upper_bound
367983.72999999847,1815845.9438162385
372898.93999999843,1536768.2531370046
373280.7899999984,1461884.2852218186
374905.00998357526,1410940.5208947754
375906.18999999843,1325698.9085042605
378524.9299999984,1146004.6143055377
379074.6299999989,1146004.6143055377
379395.4299999985,1146004.6143055377
380030.85999999894,1146004.6143055377
381074.4899999984,1144565.5701551505
381327.45999999845,1144565.5701551505
381705.41999999847,1129552.2962043819
381817.47999999847,1129552.2962043819
382283.6199999984,1041932.7266945711
382627.7999999984,966047.1905459873
383055.1099999985,966047.1905459873
383428.15999999834,966047.1905459873
383521.6399999984,966047.1905459873
384677.2399999991,940408.8501860152
384741.0899999984,811056.6514305888
384817.2099999985,811056.6514305888
385334.21999999956,811056.6514305888
385446.9399999985,811056.6514305888
385547.0399999986,811056.6514305888
385686.4599999984,811056.6514305888
386034.64999999857,811056.6514305888
386214.14999999845,811056.6514305888
386433.0799999984,811056.6514305888
386778.4999999985,811056.6514305888
386779.2299999986,811056.6514305888
387142.2299999988,811056.6514305888
387235.5499999985,811056.6514305888
387254.3299999985,811056.6514305888
387332.80999999883,811056.6514305888
387392.97999999847,811056.6514305888
387440.4199999986,811056.6514305888
387674.65999999846,811056.6514305888
387755.5999999984,811056.6514305888
387810.8499999989,811056.6514305888
387998.06999999855,811056.6514305888
388003.90999999834,811056.6514305888
388083.58999999845,811056.6514305888
388189.86999999895,811056.6514305888
388262.29999999853,811056.6514305888
388350.8299999985,811056.6514305888
388381.5199999985,811056.6514305888
388412.9799999985,811056.6514305888
388429.36999999895,811056.6514305888
388488.5199999986,811056.6514305888
388491.2599999985,811056.6514305888
388513.45999999915,811056.6514305888
388567.46999999875,811056.6514305888
388594.37999999884,811056.6514305888
388652.46999999887,811056.6514305888
388684.62999999843,811056.6514305888
388728.5899999985,811056.6514305888
388796.05999999895,811056.6514305888
388822.61999999854,811056.6514305888
388854.7899999984,811056.6514305888
388940.36999999883,811056.6514305888
388994.7599999986,803518.8340046522
389036.7099999985,803518.8340046522
389039.12999999843,803518.8340046522
389183.76999999856,803518.8340046522
389197.0499999986,803518.8340046522
389224.96999999916,803518.8340046522
389233.4899999984,803518.8340046522
389362.37999999843,803518.8340046522
389362.6699999985,803518.8340046522
389386.8899999985,803518.8340046522
389394.8199999984,803518.8340046522
389440.5799999991,803518.8340046522
389461.21999999846,803518.8340046522
389465.6199999984,782441.8241015596
389559.39999999857,782441.8241015596
389601.7299999986,782441.8241015596
389609.40999999875,782441.8241015596
389671.9499999985,782441.8241015596
389692.2099999985,735639.5520514506
389806.30999999883,735639.5520514506
389816.34999999846,735639.5520514506
389838.03999999893,735639.5520514506
389868.69999999856,735394.9463115244
389878.65999999904,735394.9463115244
389908.6199999984,735394.9463115244
390026.4599999985,735394.9463115244
390103.9299999985,735394.9463115244
390123.9199999984,735394.9463115244
390150.07999999856,735394.9463115244
390229.37999999855,729610.5839154124
390244.9499999985,729610.5839154124
390246.5499999982,729610.5839154124
390345.88999999856,729610.5839154124
390358.7999999985,729610.5839154124
390466.5099999991,729610.5839154124
390477.3799999992,729610.5839154124
390550.52999999846,694586.0394187835
390562.57999999844,694586.0394187835
390928.0399999988,694586.0394187835
391049.5899999989,694586.0394187835
391153.7199999986,694586.0394187835
391177.4999999989,694586.0394187835
391253.9799999985,694586.0394187835
391408.48999999854,694586.0394187835
391647.49999999854,694586.0394187835
391669.66999999975,694586.0394187835
391727.5399999985,694586.0394187835
391832.3799999985,694586.0394187835
391838.98999999854,694586.0394187835
391883.6599999987,694586.0394187835
391920.9799999985,694586.0394187835
391986.9999999985,694586.0394187835
392091.2799999986,694586.0394187835
392147.68999999855,694586.0394187835
392185.1099999984,694586.0394187835
392288.0599999985,694586.0394187835
392420.1299999991,694586.0394187835
392427.3799999985,694586.0394187835
392564.6399999985,694586.0394187835
392585.09999999864,694586.0394187835
392602.9199999986,694586.0394187835
392630.869999999,694586.0394187835
392657.3499999985,694586.0394187835
392685.30999999825,694586.0394187835
392716.95999999915,694586.0394187835
392722.24999999884,694586.0394187835
392873.5999999984,694586.0394187835
393248.2999999991,694586.0394187835
393274.3199999986,694586.0394187835
393448.79999999906,694586.0394187835
393693.0599999985,694586.0394187835
393962.4199999991,694586.0394187835
393966.95999999915,694586.0394187835
393983.73999999865,694586.0394187835
394120.20999999857,694586.0394187835
394167.68999999855,694586.0394187835
394234.1999999988,694586.0394187835
394360.4199999985,694586.0394187835
394394.3299999993,694586.0394187835
394401.3799999986,694586.0394187835
394402.05999999854,694586.0394187835
394442.9799999985,694586.0394187835
394444.42999999854,694586.0394187835
394450.299999999,694586.0394187835
394507.33999999857,694586.0394187835
394536.63999999856,694586.0394187835
394565.9299999991,694586.0394187835
394589.52999999846,694586.0394187835
394612.4399999991,694586.0394187835
394619.9899999986,694586.0394187835
394644.1099999992,694586.0394187835
394647.09999999986,694586.0394187835
394647.17999999854,694586.0394187835
394668.57999999984,694586.0394187835
394679.8399999987,694586.0394187835
394683.54999999935,694586.0394187835
394688.0799999985,694586.0394187835
394703.11999999854,694586.0394187835
394721.9699999994,694586.0394187835
394744.88999999856,694586.0394187835
394794.72999999975,694586.0394187835
394808.6699999998,694586.0394187835
394870.22999999864,694586.0394187835
394912.41999999905,694586.0394187835
394920.7299999984,694586.0394187835
394951.7999999993,694586.0394187835
394976.29999999906,694586.0394187835
394978.35999999853,694586.0394187835
395010.1799999986,694586.0394187835
395048.2999999989,694586.0394187835
395066.63999999856,694586.0394187835
395096.5199999985,694586.0394187835
395117.78030715813,694586.0394187835
395125.269999999,694586.0394187835
395127.27999999863,694586.0394187835
395160.79999999853,694586.0394187835
395205.63999999856,694586.0394187835
395230.0099999988,694586.0394187835
395252.64999999915,694586.0394187835
395256.88999999856,694586.0394187835
395259.3699999987,694586.0394187835
395261.3499999991,694586.0394187835
395282.1999999986,694586.0394187835
395324.9299999985,694586.0394187835
395335.3999999991,694586.0394187835
395344.1099999987,694586.0394187835
395364.67999999906,694586.0394187835
395369.1699999986,694586.0394187835
395371.75999999855,694586.0394187835
395372.2899999984,694586.0394187835
395388.0599999986,694586.0394187835
395404.9699999998,694586.0394187835
395420.4599999997,694586.0394187835
395443.0699999986,694586.0394187835
395479.60999999946,694586.0394187835
395481.76999999856,694586.0394187835
395491.1599999986,658735.3421905758
395499.3599999986,658735.3421905758
395537.4999999989,658735.3421905758
395557.82999999856,658735.3421905758
395562.8499999985,658735.3421905758
395583.2999999991,658735.3421905758
395587.43999999925,658735.3421905758
395612.059999999,658735.3421905758
395625.83999999857,658735.3421905758
395631.2399999993,658735.3421905758
395655.31999999884,658735.3421905758
395658.72999999917,658735.3421905758
395666.76999999845,658735.3421905758
395685.2499999995,658735.3421905758
395697.6499999985,658735.3421905758
395716.41999999864,658735.3421905758
395736.3199999986,658735.3421905758
395757.6799999986,658735.3421905758
395765.2299999986,658735.3421905758
395832.21999999846,658735.3421905758
395836.0799999993,658735.3421905758
395837.98322010203,658735.3421905758
395869.6699999991,658735.3421905758
395886.3399999987,658735.3421905758
395896.75522010244,658735.3421905758
395915.2699999985,658735.3421905758
395933.1999999987,658735.3421905758
395934.80999999924,658735.3421905758
395942.52999999863,658735.3421905758
395947.1299999984,658735.3421905758
396005.82999999856,658735.3421905758
396020.41999999864,658735.3421905758
396049.34999999864,658735.3421905758
396066.3299999993,658735.3421905758
396113.3499999987,658735.3421905758
396114.5011740954,658735.3421905758
396136.80999999854,658735.3421905758
396144.2199999986,658735.3421905758
396198.3099999985,613459.4943304592
396239.0099999984,613459.4943304592
396303.7999999985,613459.4943304592
396372.1699999986,613459.4943304592
396402.3199999986,613459.4943304592
396428.7799999984,613459.4943304592
396477.4299999991,613459.4943304592
396483.31999999913,613459.4943304592
396487.0699999991,613459.4943304592
396518.3699999985,613459.4943304592
396563.24999999866,613459.4943304592
396603.409999999,613459.4943304592
396613.1099999986,613459.4943304592
396615.13999999955,613459.4943304592
396692.8399999993,613459.4943304592
396692.8458784042,613459.4943304592
396714.19999999844,613459.4943304592
396721.57999999897,613459.4943304592
396724.23999999854,613459.4943304592
396728.99999999907,613459.4943304592
396746.3399999993,613459.4943304592
396805.5499999988,613459.4943304592
396858.5299999992,613459.4943304592
396937.8799999996,613459.4943304592
396939.4799999991,613459.4943304592
396961.1099999985,613459.4943304592
396999.5199999985,613459.4943304592
397029.45336108806,613459.4943304592
397059.4499999986,613459.4943304592
397092.2699999992,613459.4943304592
397116.95999999915,613459.4943304592
397137.1199999991,613459.4943304592
397138.0899999987,613459.4943304592
397139.3499999986,613459.4943304592
397163.20999999857,613459.4943304592
397196.0899999991,613459.4943304592
397205.95999999857,613459.4943304592
397206.5999999989,613459.4943304592
397209.33999999875,613459.4943304592
397220.7399999986,613459.4943304592
397244.239999999,613459.4943304592
397244.65999999864,613459.4943304592
397264.27999999846,613459.4943304592
397298.2899999986,597578.5512723102
397326.3699999986,597578.5512723102
397342.09999999864,597578.5512723102
397374.25999999896,597578.5512723102
397406.56999999867,597578.5512723102
397409.81999999855,597578.5512723102
397415.08999999973,597578.5512723102
397432.1599999998,597578.5512723102
397452.1999999986,597578.5512723102
397487.2199999985,597578.5512723102
397487.3999999986,597578.5512723102
397496.2299999985,597578.5512723102
397498.8599999986,597578.5512723102
397502.7499999986,597578.5512723102
397518.07999999856,597578.5512723102
397529.00999999855,597578.5512723102
397529.569999999,597578.5512723102
397540.9399999985,597578.5512723102
397546.229999999,597578.5512723102
397565.91999999905,597578.5512723102
397601.8199999986,597578.5512723102
397602.8999999991,597578.5512723102
397603.1699999985,597578.5512723102
397613.6899999986,597578.5512723102
397632.2899999988,597578.5512723102
397642.4399999997,597578.5512723102
397657.9299999992,597578.5512723102
397671.50999999896,597578.5512723102
397698.50999999983,597578.5512723102
397728.47999999864,597578.5512723102
397762.61999999866,597578.5512723102
397777.0499999985,597578.5512723102
397840.88999999856,597578.5512723102
397861.81999999867,597578.5512723102
397880.5299999985,597578.5512723102
397888.1099999986,597578.5512723102
397909.35999999987,597578.5512723102
397934.56999999855,597578.5512723102
397946.89999999857,597578.5512723102
397997.8899999986,597578.5512723102
398016.6999999987,597578.5512723102
398029.6899999991,597578.5512723102
398032.9199999985,597578.5512723102
398050.2899999985,597578.5512723102
398068.9499999986,597578.5512723102
398081.2599999985,597578.5512723102
398108.77999999863,597578.5512723102
398123.30999999895,597578.5512723102
398134.7699999985,570601.5671605559
398138.99999999837,570601.5671605559
398146.20999999886,570601.5671605559
398152.9499999986,566228.942277882
398184.7299999986,566228.942277882
398195.67999999854,566228.942277882
398195.729999999,566228.942277882
398196.34999999864,566228.942277882
398201.67999999854,566228.942277882
398210.4099999985,566228.942277882
398218.59999999916,566228.942277882
398223.40999999916,566228.942277882
398226.61999999866,566228.942277882
398252.63999999856,566228.942277882
398259.709999999,566228.942277882
398281.9299999985,566228.942277882
