Number of Solutions, Number of Feasible, Objective Function Values, best objective value, Time, hours, reduction_percentage, Number of thermal generators, number of renewable generators, number of variables, number of constraints
101,0,"[np.float64(35004393.18000022), np.float64(1633020.550390915), np.float64(1766865.5445251104), np.float64(1777232.290000006), np.float64(1803978.4389165612), np.float64(1867909.268630356), np.float64(1996530.2992615781), np.float64(2068210.0800000073), np.float64(2205229.822584878), np.float64(2214737.63211508), np.float64(2307927.99), np.float64(2310621.5000540386), np.float64(2378406.54), np.float64(2381408.2300000004), np.float64(2501138.3392794225), np.float64(2562002.3299999945), np.float64(2567879.6971225827), np.float64(2646910.38739571), np.float64(2838970.7999999775), np.float64(6970204.839037759), np.float64(6990379.465055225), np.float64(7056457.537769216), np.float64(7083875.145732321), np.float64(7104544.873734868), np.float64(7113643.4025002755), np.float64(7116916.035007131), np.float64(7120575.152940662), np.float64(7121698.172612708), np.float64(7131250.649105648), np.float64(7142679.439390228), np.float64(7152273.613149233), np.float64(7159627.303489721), np.float64(7160348.151418987), np.float64(7163579.804170455), np.float64(7198339.961601625), np.float64(7200515.393468667), np.float64(7201252.05840158), np.float64(7203605.188813355), np.float64(7204313.058465656), np.float64(7205680.597469305), np.float64(7223203.982182809), np.float64(7231389.816758952), np.float64(7241579.3445203835), np.float64(7246790.918711761), np.float64(7247992.780331795), np.float64(7248225.769434544), np.float64(7258102.356394188), np.float64(7268679.726084381), np.float64(7269184.802923538), np.float64(7271592.79831146), np.float64(7287733.303829752), np.float64(7295346.77534618), np.float64(7316292.290277979), np.float64(7357596.791474794), np.float64(7408433.182915714), np.float64(10020262.259999985), np.float64(10023628.06), np.float64(10187624.310000012), np.float64(10329253.249999994), np.float64(10466176.260868914), np.float64(10518918.929999962), np.float64(10536321.399999956), np.float64(10541380.019999966), np.float64(10588548.28999998), np.float64(10641711.639999943), np.float64(10661308.141965017), np.float64(10664974.05999996), np.float64(10692104.939999966), np.float64(10711633.579999972), np.float64(10736318.639999965), np.float64(10784821.00999992), np.float64(10816134.129999913), np.float64(10869048.329999944), np.float64(10892369.359999944), np.float64(10912721.01999991), np.float64(11012791.519999959), np.float64(11064332.71999994), np.float64(11148371.019999916), np.float64(11163821.61999997), np.float64(11169831.809999924), np.float64(11218526.759999923), np.float64(11224450.149999918), np.float64(11273912.979999904), np.float64(11312229.429999912), np.float64(11612313.869999925), np.float64(11612398.589999916), np.float64(11659188.079999942), np.float64(11795341.429999925), np.float64(11888107.439999929), np.float64(11997996.559999907), np.float64(14440619.824610462), np.float64(31473079.40943827), np.float64(31488163.792590857), np.float64(32146796.634363525), np.float64(32290890.143022574), np.float64(32604689.050000023), np.float64(32724131.31000008), np.float64(33742395.12000007), np.float64(33786946.50000012), np.float64(33931224.35000009), np.float64(34116865.990000196)]",1633020.550390915,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35807834.68000027), np.float64(1690310.9334363197), np.float64(1837752.4149400569), np.float64(1860561.933502399), np.float64(1902156.1065290687), np.float64(2006848.4902122968), np.float64(2039225.4118907005), np.float64(2054494.7432810508), np.float64(2137937.6415385036), np.float64(2163753.285708156), np.float64(2168399.038703212), np.float64(2170211.8915636395), np.float64(2197132.2878372613), np.float64(2236729.2589455773), np.float64(2314832.339999999), np.float64(2361403.697985271), np.float64(2409909.636991307), np.float64(2885231.162863646), np.float64(2922206.3599999803), np.float64(7034600.625951591), np.float64(7042755.433774868), np.float64(7060069.961332474), np.float64(7060307.111285821), np.float64(7072215.207715562), np.float64(7077667.761592856), np.float64(7078034.76155073), np.float64(7079904.198375614), np.float64(7080321.404389122), np.float64(7092409.660324463), np.float64(7123215.451294886), np.float64(7138635.936635624), np.float64(7143263.15275473), np.float64(7143665.249479355), np.float64(7148000.45159571), np.float64(7150862.206843049), np.float64(7167163.693778709), np.float64(7168395.742103384), np.float64(7171572.722016857), np.float64(7173906.931594924), np.float64(7176310.330298894), np.float64(7180379.049187071), np.float64(7182559.482829339), np.float64(7186516.334470215), np.float64(7187749.923835553), np.float64(7189707.559586269), np.float64(7193297.178871809), np.float64(7209450.960182475), np.float64(7217802.710567625), np.float64(7220972.545626341), np.float64(7231135.308452595), np.float64(7234951.148410371), np.float64(7241031.081464535), np.float64(7248043.858380569), np.float64(7258399.7270335285), np.float64(7258436.149261026), np.float64(7285544.717538911), np.float64(7316099.049029622), np.float64(7321993.217471476), np.float64(7322574.708548596), np.float64(7328239.947847483), np.float64(7330217.781149166), np.float64(7421141.953650765), np.float64(10089959.70000001), np.float64(10181816.014273679), np.float64(10364599.739999989), np.float64(10548401.59999994), np.float64(10580891.299999937), np.float64(10737381.959999979), np.float64(10767124.909999944), np.float64(10776124.899999944), np.float64(10830244.269999957), np.float64(10864866.119999947), np.float64(10881135.159999939), np.float64(10958576.239999933), np.float64(10979633.779999934), np.float64(10997284.799999911), np.float64(11051113.899999926), np.float64(11072437.719999919), np.float64(11114984.569999903), np.float64(11148785.919999925), np.float64(11175804.329999909), np.float64(11182934.529999932), np.float64(11184578.149999907), np.float64(11239502.06999994), np.float64(11301168.38999991), np.float64(11333363.519999906), np.float64(11511459.559999906), np.float64(11518119.35999991), np.float64(11894330.389999943), np.float64(12056659.089999923), np.float64(14037262.189999908), np.float64(31305708.270000137), np.float64(31652218.700000107), np.float64(31809569.345535815), np.float64(32355870.435257886), np.float64(32683266.470000084), np.float64(33198143.59011108), np.float64(34073702.61000024), np.float64(34213554.08000026), np.float64(34221369.07000023), np.float64(34322683.78000011)]",1690310.9334363197,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(33612044.04000017), np.float64(1603289.2357956728), np.float64(1645384.2486192118), np.float64(1697273.7691238264), np.float64(1834716.6450547508), np.float64(1932848.987082388), np.float64(2053022.7309436179), np.float64(2111630.2197447047), np.float64(2205550.3500000015), np.float64(2312700.309999999), np.float64(2315524.630428574), np.float64(2337724.1148213497), np.float64(2477719.799999997), np.float64(2505257.879999998), np.float64(2505675.321220603), np.float64(2547789.2021620567), np.float64(2705423.0494541726), np.float64(2759966.37488507), np.float64(2867257.297505761), np.float64(7005755.265174662), np.float64(7035180.0608703615), np.float64(7044744.741004676), np.float64(7061508.91703426), np.float64(7069857.42378314), np.float64(7072701.381723147), np.float64(7084630.396346005), np.float64(7087305.468181391), np.float64(7105196.233721899), np.float64(7128316.457251537), np.float64(7133359.830099878), np.float64(7144005.987824091), np.float64(7153202.634880189), np.float64(7166754.325820854), np.float64(7171600.710683624), np.float64(7171840.421956589), np.float64(7184152.362350113), np.float64(7184553.972708836), np.float64(7207457.480896602), np.float64(7214646.699556711), np.float64(7214825.3278518235), np.float64(7231289.483310479), np.float64(7231597.037599743), np.float64(7232097.472542557), np.float64(7239924.7601857055), np.float64(7241416.837135131), np.float64(7242150.547782316), np.float64(7266770.667965126), np.float64(7276882.650205059), np.float64(7279008.261049222), np.float64(7287890.264190781), np.float64(7292794.223923984), np.float64(7328898.257849383), np.float64(7334263.705050617), np.float64(7342051.499016711), np.float64(7346977.595207302), np.float64(7407605.944327519), np.float64(10233499.580000008), np.float64(10257354.026769858), np.float64(10274961.046275763), np.float64(10275308.649354924), np.float64(10388793.659999978), np.float64(10516509.150808355), np.float64(10569329.669999957), np.float64(10600943.944814272), np.float64(10621383.909999967), np.float64(10658777.949999949), np.float64(10659279.930000007), np.float64(10692928.569999948), np.float64(10744550.479999918), np.float64(10776054.829999972), np.float64(10818141.629999964), np.float64(10932726.43999993), np.float64(10975284.859999895), np.float64(11073283.379999919), np.float64(11097475.019999897), np.float64(11110883.759999933), np.float64(11122615.769999916), np.float64(11175314.909999901), np.float64(11206105.029999947), np.float64(11241356.339999897), np.float64(11329187.639999907), np.float64(11364058.979999945), np.float64(11402123.449999912), np.float64(11467365.179999916), np.float64(11556087.37999993), np.float64(11858369.129999919), np.float64(11890319.899999896), np.float64(11945899.949999934), np.float64(13966056.169999918), np.float64(14005811.229999904), np.float64(14202598.599999899), np.float64(31939623.973018847), np.float64(32011753.550000068), np.float64(32083640.320000097), np.float64(32186667.982828293), np.float64(32287880.775205772), np.float64(32414253.500000194), np.float64(32721909.560000107), np.float64(32763129.904826857), np.float64(33171454.880000126), np.float64(33189761.990000125)]",1603289.2357956728,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34883141.95000029), np.float64(1745156.3921636625), np.float64(1871857.8210018796), np.float64(1963480.029201593), np.float64(2075073.1424972736), np.float64(2106916.9600000028), np.float64(2162443.165343755), np.float64(2229043.830506902), np.float64(2263521.4399999985), np.float64(2312675.583120059), np.float64(2329789.21807756), np.float64(2362607.6199999996), np.float64(2439855.21), np.float64(2443672.409999999), np.float64(2494353.4383614506), np.float64(2592411.299999996), np.float64(2626070.5368841435), np.float64(2739658.2803413942), np.float64(3094916.6804817277), np.float64(7024457.903194013), np.float64(7044499.764556211), np.float64(7054076.324200082), np.float64(7054365.987178341), np.float64(7059804.87354657), np.float64(7070194.492653333), np.float64(7078720.042849361), np.float64(7141354.386922991), np.float64(7141907.750597446), np.float64(7149350.069753522), np.float64(7152345.909113722), np.float64(7153402.208857752), np.float64(7154366.553513253), np.float64(7159909.2478206735), np.float64(7183802.736859467), np.float64(7191316.843746815), np.float64(7191776.658650281), np.float64(7192324.430582487), np.float64(7201263.192288361), np.float64(7203956.324643006), np.float64(7205459.060055233), np.float64(7213805.740149249), np.float64(7213935.018151119), np.float64(7216064.021208994), np.float64(7219155.662230036), np.float64(7221368.052806199), np.float64(7228227.106838656), np.float64(7232800.492227563), np.float64(7236337.309044955), np.float64(7244164.884023218), np.float64(7280261.213066634), np.float64(7288798.28950538), np.float64(7305396.344245897), np.float64(7307836.702702993), np.float64(7315870.463277228), np.float64(7321431.369431199), np.float64(7382482.37148524), np.float64(10018306.690000013), np.float64(10019039.17999999), np.float64(10119641.241376814), np.float64(10133223.940000003), np.float64(10163316.936779793), np.float64(10218677.079999996), np.float64(10446892.370000025), np.float64(10616856.25999997), np.float64(10621885.059999973), np.float64(10654688.769999955), np.float64(10744658.31999996), np.float64(10756525.249999963), np.float64(10779242.019999936), np.float64(10887772.892564932), np.float64(10910165.97999995), np.float64(10929395.47999993), np.float64(10954759.679999938), np.float64(10969167.269999936), np.float64(11120785.119999932), np.float64(11262510.549999923), np.float64(11267157.749999946), np.float64(11269472.509999912), np.float64(11290864.109999912), np.float64(11350695.51999992), np.float64(11358290.629999936), np.float64(11363164.179999921), np.float64(11375816.82999992), np.float64(11494019.159999907), np.float64(11559144.809999933), np.float64(11611544.549999919), np.float64(11728071.82999992), np.float64(11830073.509999914), np.float64(13513605.319999956), np.float64(14077260.349999877), np.float64(14127987.459999898), np.float64(31639304.870000158), np.float64(32055468.430000067), np.float64(32174139.16983727), np.float64(32267500.190000102), np.float64(32380091.74053176), np.float64(32642527.34000004), np.float64(33751809.380000114), np.float64(34108297.22000015), np.float64(34183839.90000014), np.float64(34205242.740000255)]",1745156.3921636625,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34922155.19000028), np.float64(1868377.032335418), np.float64(1913800.940000006), np.float64(1957201.9945655665), np.float64(1962854.602945213), np.float64(2023636.4764415105), np.float64(2073704.1583919954), np.float64(2095764.8488817646), np.float64(2100530.660000005), np.float64(2130195.320000003), np.float64(2152373.792600003), np.float64(2288143.767600002), np.float64(2313001.386423428), np.float64(2411207.876383564), np.float64(2411526.196413388), np.float64(2532720.6699999957), np.float64(2647213.42349114), np.float64(2741062.2489441335), np.float64(2796892.5247735274), np.float64(7004341.0573748), np.float64(7016785.451513109), np.float64(7018973.107016142), np.float64(7025766.885663793), np.float64(7043633.777902771), np.float64(7049880.509456891), np.float64(7062706.153824146), np.float64(7063779.175899935), np.float64(7067702.638589678), np.float64(7068077.634639364), np.float64(7085890.255098293), np.float64(7094501.134205118), np.float64(7105594.208271267), np.float64(7115087.352242539), np.float64(7142956.209187511), np.float64(7152577.425182409), np.float64(7171136.365646319), np.float64(7178706.777964439), np.float64(7182066.103959302), np.float64(7182738.716742533), np.float64(7190038.78913188), np.float64(7191036.97480357), np.float64(7195253.322524449), np.float64(7197725.80459976), np.float64(7201624.17070512), np.float64(7217827.272883925), np.float64(7235665.035021465), np.float64(7239320.919649135), np.float64(7244767.067526154), np.float64(7246450.794191694), np.float64(7247153.030443497), np.float64(7251485.611153299), np.float64(7253927.995380674), np.float64(7271117.360334723), np.float64(7273706.500246539), np.float64(7295230.858494022), np.float64(7318929.089160444), np.float64(7318997.455523207), np.float64(7321430.783156515), np.float64(7340353.998340341), np.float64(7377532.77515119), np.float64(7466361.21492113), np.float64(7471990.1005406175), np.float64(10738778.469999958), np.float64(10785250.739999969), np.float64(10840845.759999927), np.float64(10842990.009999923), np.float64(10882104.609999957), np.float64(10930632.989999898), np.float64(10958813.579999935), np.float64(10959305.759999963), np.float64(11006493.429999942), np.float64(11015543.539999934), np.float64(11044021.279999947), np.float64(11050521.639999926), np.float64(11130050.549999919), np.float64(11160825.159999948), np.float64(11204144.329999927), np.float64(11247831.32999991), np.float64(11275316.579999916), np.float64(11289045.199999988), np.float64(11438961.689999953), np.float64(11441081.629999913), np.float64(11559532.679999929), np.float64(11588657.479999956), np.float64(11621227.149999911), np.float64(11626934.409999957), np.float64(11676968.809999947), np.float64(11805424.489999881), np.float64(11816373.79999993), np.float64(13949669.052112259), np.float64(14126892.079999857), np.float64(31249848.940000016), np.float64(32110679.706709683), np.float64(32483840.42026362), np.float64(32573245.217631035), np.float64(32595202.547035307), np.float64(32763050.985690355), np.float64(33147560.220000017), np.float64(33798044.63000008), np.float64(33955275.47000019), np.float64(34013443.360000186)]",1868377.032335418,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34798884.050000295), np.float64(1514884.5392405682), np.float64(1549391.4617306595), np.float64(1708144.8148394052), np.float64(1795361.7177156191), np.float64(1989928.9700000081), np.float64(2033863.9043732851), np.float64(2042120.7142146693), np.float64(2119333.973715562), np.float64(2230447.223062442), np.float64(2294033.9500000016), np.float64(2298893.4018795565), np.float64(2366151.9526), np.float64(2453073.161295371), np.float64(2483031.5321662296), np.float64(2657946.169999992), np.float64(2659905.679999987), np.float64(2677287.819999985), np.float64(2774123.75699613), np.float64(6988191.623960344), np.float64(7022176.573571182), np.float64(7047963.553335859), np.float64(7079818.703854914), np.float64(7080146.271211991), np.float64(7100154.171604432), np.float64(7121261.9989334885), np.float64(7121355.1331053395), np.float64(7122567.389692467), np.float64(7124927.69351241), np.float64(7129722.328307174), np.float64(7132920.943582308), np.float64(7133581.72712058), np.float64(7151940.27955855), np.float64(7162288.145240825), np.float64(7175242.310598033), np.float64(7178864.392126612), np.float64(7180044.085595296), np.float64(7189649.863618934), np.float64(7204806.71198903), np.float64(7205247.62321144), np.float64(7207786.202838333), np.float64(7224503.644392391), np.float64(7227805.677251309), np.float64(7231254.772127168), np.float64(7232109.629771607), np.float64(7235173.896086328), np.float64(7242212.827539518), np.float64(7242970.0160841355), np.float64(7258160.439807877), np.float64(7259870.867717691), np.float64(7260440.801273145), np.float64(7265375.244447617), np.float64(10322942.39999998), np.float64(10355941.976850415), np.float64(10358598.209999988), np.float64(10394801.480000006), np.float64(10463763.409999982), np.float64(10561293.729999969), np.float64(10582912.509999951), np.float64(10640360.489999946), np.float64(10689543.930000003), np.float64(10690258.997490395), np.float64(10699934.10999997), np.float64(10806774.56999995), np.float64(10877143.939999962), np.float64(10937186.609999955), np.float64(10958379.579999954), np.float64(11018292.509999944), np.float64(11040748.939999903), np.float64(11040929.179999918), np.float64(11098055.529999949), np.float64(11162796.739999905), np.float64(11203415.389999926), np.float64(11249438.519999929), np.float64(11295312.29999992), np.float64(11299424.919999935), np.float64(11349428.089999937), np.float64(11363067.729999913), np.float64(11383980.909999926), np.float64(11401797.949999915), np.float64(11442536.149999956), np.float64(11489661.429999936), np.float64(11544449.289999887), np.float64(11619049.359999923), np.float64(11641659.589999937), np.float64(11903451.65999989), np.float64(13826442.889999926), np.float64(14231721.111577565), np.float64(14291053.689999897), np.float64(14291952.989999924), np.float64(14880276.248947129), np.float64(30772776.66041275), np.float64(31252320.335571922), np.float64(31266319.507544436), np.float64(31821602.096273497), np.float64(32501735.91000004), np.float64(33191136.39576246), np.float64(33743974.36000013), np.float64(34078845.960000195), np.float64(34122194.72000027), np.float64(34185688.450000145)]",1514884.5392405682,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34615336.89000017), np.float64(1833839.1850018688), np.float64(1950975.7675324243), np.float64(1998036.8883589827), np.float64(2072090.9200000048), np.float64(2100271.4500000067), np.float64(2118014.330000002), np.float64(2122599.4030150548), np.float64(2134373.7446359037), np.float64(2153477.818087581), np.float64(2299285.3953584386), np.float64(2337441.7000000016), np.float64(2424350.3347788877), np.float64(2463734.6800000006), np.float64(2465056.659546187), np.float64(2494674.5799999987), np.float64(2644327.4508941458), np.float64(2780287.9934000033), np.float64(2967812.8567507872), np.float64(6933690.817578734), np.float64(7012665.337932689), np.float64(7032289.800983599), np.float64(7086945.715908493), np.float64(7098696.864350797), np.float64(7103714.127346188), np.float64(7104202.526773966), np.float64(7107822.255797065), np.float64(7117128.893372979), np.float64(7129518.468505822), np.float64(7140463.743101046), np.float64(7147046.8752381615), np.float64(7150223.187753112), np.float64(7158322.603552742), np.float64(7159588.901221008), np.float64(7164123.051274095), np.float64(7165979.3693898255), np.float64(7171519.255211807), np.float64(7176408.1097537), np.float64(7180528.700775107), np.float64(7182565.056041287), np.float64(7182631.000303018), np.float64(7184590.403627374), np.float64(7186210.9863987155), np.float64(7213381.698801644), np.float64(7237703.800341781), np.float64(7243387.500925315), np.float64(7245802.786751002), np.float64(7261433.212532922), np.float64(7270871.862204981), np.float64(7273805.912286844), np.float64(7282540.361549285), np.float64(7308420.467106148), np.float64(7310279.741853841), np.float64(7328252.07137906), np.float64(7346897.118457593), np.float64(7376551.441143172), np.float64(9933624.919999987), np.float64(10256492.420000006), np.float64(10322429.32), np.float64(10394706.070000006), np.float64(10495799.560000004), np.float64(10526040.302629083), np.float64(10558985.229999948), np.float64(10567253.50607246), np.float64(10573281.439999957), np.float64(10643574.719999952), np.float64(10775422.419999981), np.float64(10841936.789999975), np.float64(10850397.449999928), np.float64(10865210.28999995), np.float64(10927361.969999954), np.float64(10953401.099999942), np.float64(10994269.889999917), np.float64(11016859.629999947), np.float64(11083024.959999911), np.float64(11125992.49999995), np.float64(11168167.779999914), np.float64(11177322.449999934), np.float64(11198249.159999954), np.float64(11203014.899999898), np.float64(11243169.149999905), np.float64(11298471.33999991), np.float64(11405264.059999932), np.float64(11570231.059999924), np.float64(11721064.489999928), np.float64(11909026.429999925), np.float64(11944095.359999942), np.float64(13899819.951491544), np.float64(14012070.959999885), np.float64(14405501.095685225), np.float64(14818487.513575034), np.float64(31687415.405971687), np.float64(31807991.99211161), np.float64(31845762.370000124), np.float64(32292376.657668553), np.float64(32818678.180026393), np.float64(33045357.420000073), np.float64(34089177.740000196), np.float64(34137093.3900002), np.float64(34238561.25000014), np.float64(34285086.23000022)]",1833839.1850018688,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34264566.40000031), np.float64(1737888.1658447383), np.float64(1742013.339279807), np.float64(1767527.9435715594), np.float64(1784335.9844181284), np.float64(1789029.470000004), np.float64(1907380.520000005), np.float64(1945680.2687055317), np.float64(1969975.9163210238), np.float64(2023943.2132797958), np.float64(2072885.686559099), np.float64(2126720.097382438), np.float64(2206166.5400000005), np.float64(2308607.465512267), np.float64(2319190.2076), np.float64(2384808.5899375165), np.float64(2528780.4999999967), np.float64(2552502.123124197), np.float64(2781501.949999981), np.float64(6879778.357324343), np.float64(7030546.528739348), np.float64(7053077.337465954), np.float64(7059662.797937294), np.float64(7072869.389354397), np.float64(7087246.626337388), np.float64(7090800.047863295), np.float64(7112185.430441476), np.float64(7142839.679866157), np.float64(7147207.779089476), np.float64(7148437.150734862), np.float64(7150623.124833637), np.float64(7153270.433791701), np.float64(7156957.81015034), np.float64(7157790.674376137), np.float64(7160621.334229549), np.float64(7163953.144448169), np.float64(7166189.043335778), np.float64(7180578.900607474), np.float64(7184916.363446796), np.float64(7185235.313198719), np.float64(7187283.377829681), np.float64(7191736.403458824), np.float64(7206652.51172547), np.float64(7207229.367313861), np.float64(7237100.916862451), np.float64(7247793.340293335), np.float64(7250553.234635367), np.float64(7260456.636600813), np.float64(7286610.061105299), np.float64(7289950.795000906), np.float64(7294579.135813934), np.float64(7324920.407837909), np.float64(7381906.395148969), np.float64(10356217.250000006), np.float64(10371533.899999972), np.float64(10497275.429999936), np.float64(10557289.929999946), np.float64(10561008.210000003), np.float64(10655666.887022965), np.float64(10670200.659999935), np.float64(10687607.839999933), np.float64(10711770.019999988), np.float64(10741737.02999997), np.float64(10785895.147362731), np.float64(10796995.409999967), np.float64(10806666.60999991), np.float64(10824215.729999904), np.float64(10845697.729999952), np.float64(10863139.099999936), np.float64(10995224.139999926), np.float64(11004896.249999953), np.float64(11047543.379999949), np.float64(11055346.238202129), np.float64(11062205.079999931), np.float64(11099742.07999992), np.float64(11114258.00999995), np.float64(11129550.399999928), np.float64(11207218.009999925), np.float64(11237190.479999907), np.float64(11253260.129999902), np.float64(11261389.209999911), np.float64(11270068.799999936), np.float64(11334183.899999904), np.float64(11625863.40999993), np.float64(11637102.03999992), np.float64(11821226.6299999), np.float64(11827278.359999936), np.float64(11968183.029999908), np.float64(13776220.751371484), np.float64(13886938.229999896), np.float64(13965668.637641847), np.float64(31313030.71721508), np.float64(31361367.87440562), np.float64(31675106.852966502), np.float64(31850198.780000098), np.float64(31938527.190000087), np.float64(32524021.778235044), np.float64(33631911.42000004), np.float64(33853539.900000125), np.float64(33905123.51000034), np.float64(34026462.3600001)]",1737888.1658447383,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35578698.09000035), np.float64(1238307.742777666), np.float64(1848739.231174062), np.float64(1856763.8682697888), np.float64(1871878.538447355), np.float64(1901089.5849883654), np.float64(1960340.6405257282), np.float64(2113978.1000000006), np.float64(2208723.1505160783), np.float64(2230506.010750238), np.float64(2289379.6861341214), np.float64(2320519.2099999995), np.float64(2391804.7599999993), np.float64(2417667.054546365), np.float64(2420584.2700000005), np.float64(2448028.8299999996), np.float64(2494938.5010544723), np.float64(2542305.819999994), np.float64(2852347.4608684937), np.float64(7020808.359444224), np.float64(7069568.726051252), np.float64(7085214.413368359), np.float64(7108903.599763375), np.float64(7119955.478464507), np.float64(7124104.352905409), np.float64(7133498.132103352), np.float64(7133943.895610741), np.float64(7134454.035225019), np.float64(7145053.451659838), np.float64(7147719.599629141), np.float64(7149955.043886806), np.float64(7162311.860895526), np.float64(7166698.875881182), np.float64(7170524.16569928), np.float64(7175428.991153098), np.float64(7181525.098236005), np.float64(7182810.630984383), np.float64(7185110.207514947), np.float64(7193789.732670144), np.float64(7197957.821459581), np.float64(7200101.810640859), np.float64(7205552.797836683), np.float64(7210311.283466037), np.float64(7218933.708250849), np.float64(7220197.785548245), np.float64(7239875.910554595), np.float64(7263419.215072862), np.float64(7299390.78060863), np.float64(7303903.030282707), np.float64(7304241.44225729), np.float64(7331571.737267617), np.float64(7359866.369611161), np.float64(7368657.678332784), np.float64(7370717.873320312), np.float64(7417811.154947429), np.float64(7471980.536183049), np.float64(10285963.380000005), np.float64(10492457.588165496), np.float64(10641087.669999966), np.float64(10641610.239999993), np.float64(10652487.830000008), np.float64(10664392.22999993), np.float64(10689639.179999944), np.float64(10775758.386689136), np.float64(10793894.229999982), np.float64(10794807.979999915), np.float64(10832689.999999939), np.float64(10893096.539999915), np.float64(10893913.219999958), np.float64(10975788.10999994), np.float64(11013143.029999953), np.float64(11022879.179999912), np.float64(11024247.55999995), np.float64(11048832.249999937), np.float64(11075665.259999935), np.float64(11092854.849999888), np.float64(11094156.939999947), np.float64(11096442.699999938), np.float64(11124272.29999992), np.float64(11135603.829999907), np.float64(11175934.289999915), np.float64(11225457.69999992), np.float64(11229795.53999993), np.float64(11494628.499999924), np.float64(11521424.01999991), np.float64(11523452.94999992), np.float64(11549382.559999924), np.float64(11586160.269999925), np.float64(11748871.069999931), np.float64(11777982.829999888), np.float64(13976977.059999896), np.float64(31283262.22000005), np.float64(31547127.03000008), np.float64(31803670.870000064), np.float64(32115183.095981628), np.float64(32455139.800000068), np.float64(32998439.472206857), np.float64(34023257.76000005), np.float64(34030706.99000012), np.float64(34160552.60000018), np.float64(34266373.16000021)]",1238307.742777666,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34372103.030000165), np.float64(1968614.814595116), np.float64(2007304.5045500076), np.float64(2030439.5814590722), np.float64(2062863.208431735), np.float64(2099774.32970666), np.float64(2164383.6375174536), np.float64(2203610.024971214), np.float64(2263592.6199999996), np.float64(2272081.249999999), np.float64(2299380.6764760814), np.float64(2341300.819999998), np.float64(2396161.6499999994), np.float64(2474845.2668040916), np.float64(2575282.8583796015), np.float64(2619247.060000122), np.float64(2672863.4499999885), np.float64(2706566.8878794657), np.float64(2754018.3454052745), np.float64(7049838.515110778), np.float64(7063614.601475914), np.float64(7065601.833899975), np.float64(7068915.208832009), np.float64(7070200.35060277), np.float64(7091141.894687952), np.float64(7097595.491628624), np.float64(7120842.444567847), np.float64(7132889.82053037), np.float64(7143839.982086839), np.float64(7150279.8071595635), np.float64(7151003.802253074), np.float64(7157196.629779372), np.float64(7159664.801047879), np.float64(7169127.347507006), np.float64(7171071.650417431), np.float64(7172902.263074473), np.float64(7181004.179778735), np.float64(7183697.724754812), np.float64(7190700.377197844), np.float64(7195500.608316604), np.float64(7198280.352455234), np.float64(7204844.757244493), np.float64(7219051.510528959), np.float64(7226355.861985745), np.float64(7234938.09547284), np.float64(7246426.329934457), np.float64(7263779.275758894), np.float64(7307507.634685484), np.float64(7339313.360739627), np.float64(7364398.774446807), np.float64(7365099.25114292), np.float64(7419118.540345699), np.float64(7430851.846078519), np.float64(10055900.92999998), np.float64(10084447.51999997), np.float64(10096786.4215791), np.float64(10233549.992265454), np.float64(10342979.435013035), np.float64(10446384.447742602), np.float64(10535566.340000018), np.float64(10567792.049999991), np.float64(10638751.399092851), np.float64(10650237.269999973), np.float64(10685363.139999919), np.float64(10749550.159999952), np.float64(10809026.107802762), np.float64(10918336.789999923), np.float64(10972782.21999996), np.float64(10985810.729999954), np.float64(11009457.349999916), np.float64(11055333.74999991), np.float64(11064014.379999956), np.float64(11068199.799999923), np.float64(11074780.349999906), np.float64(11076431.41999991), np.float64(11084345.889999935), np.float64(11095103.689999942), np.float64(11152574.96999991), np.float64(11154016.449999925), np.float64(11154719.539999928), np.float64(11267393.559999917), np.float64(11273379.799999913), np.float64(11390331.089999901), np.float64(11429001.499999944), np.float64(11586657.889999906), np.float64(11587389.429999933), np.float64(11643621.82999996), np.float64(11857382.859999893), np.float64(13649859.35999989), np.float64(13672927.709999895), np.float64(14535562.559999904), np.float64(30950627.23310206), np.float64(31553437.841052238), np.float64(31817533.220000073), np.float64(32579294.110000126), np.float64(32890921.887488086), np.float64(32921921.550000064), np.float64(33719729.210000165), np.float64(33877744.72000014), np.float64(34056603.83000024), np.float64(34060274.99000015)]",1968614.814595116,-1,48,0.0,73,81,44544,42899
